Weight,Name,Source,Target
1,Brray,Brray,Feid
1,Brray,Brray,Jhayco
2,Brray,Brray,Juhn
1,Brray,Brray,Justin Quiles
1,Brray,Brray,KAROL G
1,Brray,Brray,Lenny Tavárez
2,Brray,Brray,Luar la L
1,Brray,Brray,Lunay
4,Brray,Brray,Lyanno
1,Brray,Brray,Maluma
1,Brray,Brray,Marshmello
2,Brray,Brray,Mora
5,Brray,Brray,Nio García
2,Brray,Brray,Rauw Alejandro
1,Brray,Brray,Ryan Castro
1,Brray,Brray,Zion & Lennox
2,Brray,Brray,Álvaro Díaz
2,Brray,Brray,Ñengo Flow
2,Bruno Mars,Bruno Mars,Cardi B
1,Bruno Mars,Bruno Mars,Daft Punk
3,Bruno Mars,Bruno Mars,David Guetta
1,Bruno Mars,Bruno Mars,Dr. Dre
1,Bruno Mars,Bruno Mars,Dua Lipa
1,Bruno Mars,Bruno Mars,Ed Sheeran
1,Bruno Mars,Bruno Mars,Eminem
1,Bruno Mars,Bruno Mars,Kendrick Lamar
1,Bruno Mars,Bruno Mars,Kodak Black
3,Bruno Mars,Bruno Mars,Lil Wayne
1,Bruno Mars,Bruno Mars,Nicki Minaj
1,Bruno Mars,Bruno Mars,Pharrell Williams
1,Bruno Mars,Bruno Mars,Sia
5,Bruno Mars,Bruno Mars,Snoop Dogg
1,Bruno Mars,Bruno Mars,The Chainsmokers
1,Bruno Mars,Bruno Mars,The Weeknd
2,Bruno Mars,Bruno Mars,Tyga
6,Bruno Mars,Bruno Mars,Wiz Khalifa
3,Burna Boy,Burna Boy,Dave
2,Burna Boy,Burna Boy,Ed Sheeran
1,Burna Boy,Burna Boy,Future
1,Burna Boy,Burna Boy,J Balvin
1,Burna Boy,Burna Boy,J. Cole
1,Burna Boy,Burna Boy,John Legend
1,Burna Boy,Burna Boy,Justin Bieber
1,Burna Boy,Burna Boy,Kehlani
1,Burna Boy,Burna Boy,Khalid
1,Burna Boy,Burna Boy,Nile Rodgers
1,Burna Boy,Burna Boy,Polo G
2,Burna Boy,Burna Boy,Sia
5,Burna Boy,Burna Boy,Wizkid
1,C. Tangana,C. Tangana,De La Ghetto
2,C. Tangana,C. Tangana,Duki
1,C. Tangana,C. Tangana,Farruko
1,C. Tangana,C. Tangana,Jhayco
1,C. Tangana,C. Tangana,Paloma Mami
1,C. Tangana,C. Tangana,Polimá Westcoast
2,C. Tangana,C. Tangana,ROSALÍA
1,C. Tangana,C. Tangana,Rauw Alejandro
1,C. Tangana,C. Tangana,Tainy
1,C. Tangana,C. Tangana,Álvaro Díaz
1,Calum Scott,Calum Scott,Demi Lovato
4,Calum Scott,Calum Scott,Jax Jones
1,Calum Scott,Calum Scott,Lady Gaga
2,Calum Scott,Calum Scott,Lost Frequencies
1,Calum Scott,Calum Scott,Sean Paul
1,Calum Scott,Calum Scott,Tiësto
1,Calvin Harris,Calvin Harris,Charlie Puth
1,Calvin Harris,Calvin Harris,Chris Brown
1,Calvin Harris,Calvin Harris,Coldplay
1,Calvin Harris,Calvin Harris,DJ Khaled
2,Calvin Harris,Calvin Harris,David Guetta
1,Calvin Harris,Calvin Harris,Demi Lovato
3,Calvin Harris,Calvin Harris,Dua Lipa
1,Calvin Harris,Calvin Harris,Ed Sheeran
13,Calvin Harris,Calvin Harris,Frank Ocean
1,Calvin Harris,Calvin Harris,Future
2,Calvin Harris,Calvin Harris,Halsey
1,Calvin Harris,Calvin Harris,John Legend
2,Calvin Harris,Calvin Harris,Justin Timberlake
2,Calvin Harris,Calvin Harris,Katy Perry
1,Calvin Harris,Calvin Harris,Kehlani
1,Calvin Harris,Calvin Harris,Khalid
1,Calvin Harris,Calvin Harris,Lady Gaga
1,Calvin Harris,Calvin Harris,Lil Durk
1,Calvin Harris,Calvin Harris,Maroon 5
2,Calvin Harris,Calvin Harris,Nicki Minaj
1,Calvin Harris,Calvin Harris,Nile Rodgers
1,Calvin Harris,Calvin Harris,Nirvana
6,Calvin Harris,Calvin Harris,Pharrell Williams
1,Calvin Harris,Calvin Harris,Pusha T
3,Calvin Harris,Calvin Harris,SZA
3,Calvin Harris,Calvin Harris,Snoop Dogg
1,Calvin Harris,Calvin Harris,Swae Lee
1,Calvin Harris,Calvin Harris,Swedish House Mafia
1,Calvin Harris,Calvin Harris,Taylor Swift
1,Calvin Harris,Calvin Harris,The Weeknd
4,Calvin Harris,Calvin Harris,Tiësto
2,Calvin Harris,Calvin Harris,Travis Scott
2,Calvin Harris,Calvin Harris,Wizkid
2,Calvin Harris,Calvin Harris,Young Thug
2,Calvin Harris,Calvin Harris,benny blanco
1,Camila Cabello,Camila Cabello,Cardi B
1,Camila Cabello,Camila Cabello,Charli XCX
1,Camila Cabello,Camila Cabello,DaBaby
1,Camila Cabello,Camila Cabello,Daddy Yankee
3,Camila Cabello,Camila Cabello,Ed Sheeran
1,Camila Cabello,Camila Cabello,Gunna
1,Camila Cabello,Camila Cabello,J Balvin
1,Camila Cabello,Camila Cabello,Jax Jones
1,Camila Cabello,Camila Cabello,Joel Corry
3,Camila Cabello,Camila Cabello,Justin Timberlake
1,Camila Cabello,Camila Cabello,Khalid
1,Camila Cabello,Camila Cabello,Machine Gun Kelly
1,Camila Cabello,Camila Cabello,María Becerra
1,Camila Cabello,Camila Cabello,Pharrell Williams
6,Camila Cabello,Camila Cabello,Shawn Mendes
1,Camila Cabello,Camila Cabello,Stromae
2,Camila Cabello,Camila Cabello,Swae Lee
2,Camila Cabello,Camila Cabello,Tainy
1,Camila Cabello,Camila Cabello,Taylor Swift
1,Camila Cabello,Camila Cabello,Tiësto
2,Camila Cabello,Camila Cabello,Travis Scott
2,Camila Cabello,Camila Cabello,Troye Sivan
1,Camila Cabello,Camila Cabello,WILLOW
3,Camila Cabello,Camila Cabello,Young Thug
1,Cardi B,Cardi B,Charli XCX
1,Cardi B,Cardi B,Chris Jedi
3,Cardi B,Cardi B,DJ Khaled
1,Cardi B,Cardi B,David Guetta
1,Cardi B,Cardi B,Ed Sheeran
2,Cardi B,Cardi B,J Balvin
1,Cardi B,Cardi B,Juicy J
2,Cardi B,Cardi B,Kanye West
1,Cardi B,Cardi B,Kehlani
1,Cardi B,Cardi B,Kodak Black
2,Cardi B,Cardi B,Lil Durk
1,Cardi B,Cardi B,Lil Nas X
1,Cardi B,Cardi B,Lizzo
3,Cardi B,Cardi B,Maroon 5
8,Cardi B,Cardi B,Megan Thee Stallion
2,Cardi B,Cardi B,Nicki Minaj
2,Cardi B,Cardi B,Ozuna
1,Cardi B,Cardi B,Post Malone
1,Cardi B,Cardi B,ROSALÍA
1,Cardi B,Cardi B,Rvssian
2,Cardi B,Cardi B,SZA
3,Cardi B,Cardi B,Summer Walker
1,Cardi B,Cardi B,Tiësto
3,Carolina Gaitán,Carolina Gaitán,Diane Guerrero
4,Carolina Gaitán,Carolina Gaitán,Mauro Castillo
3,Carolina Gaitán,Carolina Gaitán,Rhenzy Feliz
3,Carolina Gaitán,Carolina Gaitán,Stephanie Beatriz
4,Central Cee,Central Cee,Dave
1,Central Cee,Central Cee,Drake
1,Central Cee,Central Cee,Ed Sheeran
1,Central Cee,Central Cee,Jung Kook
1,Central Cee,Central Cee,Luciano
1,Central Cee,Central Cee,Ninho
1,Central Cee,Central Cee,The Kid LAROI
3,Charli XCX,Charli XCX,David Guetta
1,Charli XCX,Charli XCX,Drake
1,Charli XCX,Charli XCX,Dua Lipa
2,Charli XCX,Charli XCX,Jax Jones
2,Charli XCX,Charli XCX,Joel Corry
1,Charli XCX,Charli XCX,Lizzo
2,Charli XCX,Charli XCX,Saweetie
1,Charli XCX,Charli XCX,Taylor Swift
3,Charli XCX,Charli XCX,Tiësto
3,Charli XCX,Charli XCX,Troye Sivan
1,Charlie Puth,Charlie Puth,Drake
1,Charlie Puth,Charlie Puth,Elton John
2,Charlie Puth,Charlie Puth,JVKE
1,Charlie Puth,Charlie Puth,Jimin
4,Charlie Puth,Charlie Puth,Jung Kook
2,Charlie Puth,Charlie Puth,Kehlani
3,Charlie Puth,Charlie Puth,Lil Wayne
1,Charlie Puth,Charlie Puth,Muni Long
1,Charlie Puth,Charlie Puth,Tyga
2,Charlie Puth,Charlie Puth,Wiz Khalifa
1,Charlie Puth,Charlie Puth,blackbear
1,Chefin,Chefin,Ed Sheeran
1,Chefin,Chefin,L7NNON
1,Chefin,Chefin,Luísa Sonza
1,Chefin,Chefin,Matuê
1,Chefin,Chefin,Vulgo FK
2,Chefin,Chefin,Xamã
2,Chencho Corleone,Chencho Corleone,Chris Jedi
1,Chencho Corleone,Chencho Corleone,Daddy Yankee
2,Chencho Corleone,Chencho Corleone,Dalex
1,Chencho Corleone,Chencho Corleone,De La Ghetto
2,Chencho Corleone,Chencho Corleone,Dímelo Flow
1,Chencho Corleone,Chencho Corleone,Farruko
2,Chencho Corleone,Chencho Corleone,J Balvin
1,Chencho Corleone,Chencho Corleone,Jhayco
1,Chencho Corleone,Chencho Corleone,Juhn
2,Chencho Corleone,Chencho Corleone,Justin Quiles
1,Chencho Corleone,Chencho Corleone,Lenny Tavárez
1,Chencho Corleone,Chencho Corleone,Lunay
1,Chencho Corleone,Chencho Corleone,Lyanno
2,Chencho Corleone,Chencho Corleone,Maluma
1,Chencho Corleone,Chencho Corleone,Nio García
3,Chencho Corleone,Chencho Corleone,Ozuna
1,Chencho Corleone,Chencho Corleone,ROSALÍA
2,Chencho Corleone,Chencho Corleone,Rauw Alejandro
1,Chencho Corleone,Chencho Corleone,Ryan Castro
1,Chencho Corleone,Chencho Corleone,Tainy
2,Chencho Corleone,Chencho Corleone,Ñengo Flow
1,Childish Gambino,Childish Gambino,Ghostface Killah
2,Childish Gambino,Childish Gambino,J. Cole
2,Childish Gambino,Childish Gambino,Jay Rock
1,Childish Gambino,Childish Gambino,Kanye West
1,Childish Gambino,Childish Gambino,SZA
1,Childish Gambino,Childish Gambino,Steve Lacy
1,Childish Gambino,Childish Gambino,Summer Walker
1,Childish Gambino,Childish Gambino,Travis Scott
9,Chris Brown,Chris Brown,DJ Khaled
5,Chris Brown,Chris Brown,David Guetta
1,Chris Brown,Chris Brown,Dr. Dre
5,Chris Brown,Chris Brown,Drake
1,Chris Brown,Chris Brown,Eminem
1,Chris Brown,Chris Brown,Fireboy DML
1,Chris Brown,Chris Brown,Fivio Foreign
10,Chris Brown,Chris Brown,Future
5,Chris Brown,Chris Brown,Gunna
1,Chris Brown,Chris Brown,J Balvin
1,Chris Brown,Chris Brown,J. Cole
2,Chris Brown,Chris Brown,Jack Harlow
1,Chris Brown,Chris Brown,Jay Rock
5,Chris Brown,Chris Brown,Juicy J
6,Chris Brown,Chris Brown,Justin Bieber
5,Chris Brown,Chris Brown,Kanye West
1,Chris Brown,Chris Brown,Kendrick Lamar
2,Chris Brown,Chris Brown,Kevin Gates
2,Chris Brown,Chris Brown,Kodak Black
2,Chris Brown,Chris Brown,Lil Baby
1,Chris Brown,Chris Brown,Lil Durk
37,Chris Brown,Chris Brown,Lil Wayne
1,Chris Brown,Chris Brown,Maroon 5
1,Chris Brown,Chris Brown,Marshmello
13,Chris Brown,Chris Brown,Nicki Minaj
4,Chris Brown,Chris Brown,Pharrell Williams
4,Chris Brown,Chris Brown,Pusha T
1,Chris Brown,Chris Brown,Rema
1,Chris Brown,Chris Brown,Sean Paul
5,Chris Brown,Chris Brown,Snoop Dogg
2,Chris Brown,Chris Brown,Swae Lee
17,Chris Brown,Chris Brown,The Game
64,Chris Brown,Chris Brown,Tyga
14,Chris Brown,Chris Brown,Wiz Khalifa
3,Chris Brown,Chris Brown,Wizkid
12,Chris Brown,Chris Brown,Young Thug
1,Chris Brown,Chris Brown,Zendaya
1,Chris Jedi,Chris Jedi,J Balvin
3,Chris Jedi,Chris Jedi,Lunay
3,Chris Jedi,Chris Jedi,Ozuna
1,Chris Jedi,Chris Jedi,Ñengo Flow
10,Coldplay,Coldplay,Drake
2,Coldplay,Coldplay,Elton John
1,Coldplay,Coldplay,Eminem
1,Coldplay,Coldplay,Kanye West
1,Coldplay,Coldplay,Lady Gaga
2,Coldplay,Coldplay,Lil Wayne
1,Coldplay,Coldplay,Sean Paul
5,Coldplay,Coldplay,Swedish House Mafia
7,Coldplay,Coldplay,The Chainsmokers
16,Coolio,Coolio,L.V.
5,Coolio,Coolio,Snoop Dogg
1,Cris Mj,Cris Mj,KAROL G
1,Cris Mj,Cris Mj,Pailita
1,Cris Mj,Cris Mj,Ryan Castro
1,Cruz Cafuné,Cruz Cafuné,EL IMA
1,Cruz Cafuné,Cruz Cafuné,Juseph
1,Cruz Cafuné,Cruz Cafuné,La Pantera
1,Cruz Cafuné,Cruz Cafuné,Quevedo
1,Cruz Cafuné,Cruz Cafuné,Rels B
1,DJ Gabriel do Borel,DJ Gabriel do Borel,Luísa Sonza
1,DJ Gabriel do Borel,DJ Gabriel do Borel,MC Frog
1,DJ Gustah,DJ Gustah,Vulgo FK
2,DJ Gustah,DJ Gustah,Xamã
1,DJ Guuga,DJ Guuga,Felipe Amorim
1,DJ Guuga,DJ Guuga,MC Danny
1,DJ Guuga,DJ Guuga,Marcynho Sensação
1,DJ Guuga,DJ Guuga,Wesley Safadão
1,DJ Guuga,DJ Guuga,Zé Felipe
1,DJ Khaled,DJ Khaled,DaBaby
1,DJ Khaled,DJ Khaled,Demi Lovato
1,DJ Khaled,DJ Khaled,Don Toliver
14,DJ Khaled,DJ Khaled,Drake
1,DJ Khaled,DJ Khaled,Eminem
1,DJ Khaled,DJ Khaled,Fivio Foreign
24,DJ Khaled,DJ Khaled,Future
4,DJ Khaled,DJ Khaled,Gunna
2,DJ Khaled,DJ Khaled,J Balvin
4,DJ Khaled,DJ Khaled,J. Cole
2,DJ Khaled,DJ Khaled,Jay Rock
7,DJ Khaled,DJ Khaled,John Legend
2,DJ Khaled,DJ Khaled,Juice WRLD
8,DJ Khaled,DJ Khaled,Justin Bieber
1,DJ Khaled,DJ Khaled,Justin Timberlake
7,DJ Khaled,DJ Khaled,Kanye West
3,DJ Khaled,DJ Khaled,Kendrick Lamar
4,DJ Khaled,DJ Khaled,Kodak Black
8,DJ Khaled,DJ Khaled,Lil Baby
2,DJ Khaled,DJ Khaled,Lil Durk
1,DJ Khaled,DJ Khaled,Lil Uzi Vert
44,DJ Khaled,DJ Khaled,Lil Wayne
1,DJ Khaled,DJ Khaled,Megan Thee Stallion
6,DJ Khaled,DJ Khaled,Nicki Minaj
1,DJ Khaled,DJ Khaled,Pharrell Williams
2,DJ Khaled,DJ Khaled,Post Malone
1,DJ Khaled,DJ Khaled,Pusha T
3,DJ Khaled,DJ Khaled,Roddy Ricch
2,DJ Khaled,DJ Khaled,SZA
1,DJ Khaled,DJ Khaled,Sean Paul
4,DJ Khaled,DJ Khaled,Snoop Dogg
9,DJ Khaled,DJ Khaled,The Game
7,DJ Khaled,DJ Khaled,Travis Scott
3,DJ Khaled,DJ Khaled,Tyga
3,DJ Khaled,DJ Khaled,Wiz Khalifa
1,DJ Khaled,DJ Khaled,Young Thug
1,DaBaby,DaBaby,Drake
1,DaBaby,DaBaby,Dua Lipa
2,DaBaby,DaBaby,Future
2,DaBaby,DaBaby,Gunna
1,DaBaby,DaBaby,J. Cole
1,DaBaby,DaBaby,Jack Harlow
1,DaBaby,DaBaby,Justin Bieber
1,DaBaby,DaBaby,Kanye West
2,DaBaby,DaBaby,Kevin Gates
1,DaBaby,DaBaby,Kodak Black
6,DaBaby,DaBaby,Lil Baby
1,DaBaby,DaBaby,Lil Nas X
1,DaBaby,DaBaby,Lil Wayne
5,DaBaby,DaBaby,Megan Thee Stallion
2,DaBaby,DaBaby,Nicki Minaj
2,DaBaby,DaBaby,Polo G
3,DaBaby,DaBaby,Post Malone
1,DaBaby,DaBaby,Roddy Ricch
1,DaBaby,DaBaby,Saweetie
1,DaBaby,DaBaby,Snoop Dogg
2,DaBaby,DaBaby,Young Thug
16,DaBaby,DaBaby,YoungBoy Never Broke Again
1,Daddy Yankee,Daddy Yankee,Dalex
1,Daddy Yankee,Daddy Yankee,David Guetta
5,Daddy Yankee,Daddy Yankee,De La Ghetto
14,Daddy Yankee,Daddy Yankee,Farruko
2,Daddy Yankee,Daddy Yankee,Feid
3,Daddy Yankee,Daddy Yankee,J Balvin
1,Daddy Yankee,Daddy Yankee,Jhayco
1,Daddy Yankee,Daddy Yankee,Jonas Brothers
2,Daddy Yankee,Daddy Yankee,Justin Bieber
2,Daddy Yankee,Daddy Yankee,Justin Quiles
1,Daddy Yankee,Daddy Yankee,KAROL G
1,Daddy Yankee,Daddy Yankee,Katy Perry
1,Daddy Yankee,Daddy Yankee,Lunay
2,Daddy Yankee,Daddy Yankee,Nile Rodgers
1,Daddy Yankee,Daddy Yankee,Nio García
6,Daddy Yankee,Daddy Yankee,Ozuna
1,Daddy Yankee,Daddy Yankee,Pharrell Williams
2,Daddy Yankee,Daddy Yankee,ROSALÍA
3,Daddy Yankee,Daddy Yankee,Rauw Alejandro
1,Daddy Yankee,Daddy Yankee,Sean Paul
1,Daddy Yankee,Daddy Yankee,Sebastián Yatra
4,Daddy Yankee,Daddy Yankee,Sech
2,Daddy Yankee,Daddy Yankee,Snoop Dogg
2,Daddy Yankee,Daddy Yankee,Tainy
1,Daddy Yankee,Daddy Yankee,Tony Dize
11,Daddy Yankee,Daddy Yankee,Zion & Lennox
3,Daddy Yankee,Daddy Yankee,Ñengo Flow
1,Daft Punk,Daft Punk,Drake
4,Daft Punk,Daft Punk,Dua Lipa
1,Daft Punk,Daft Punk,Eminem
2,Daft Punk,Daft Punk,Kanye West
1,Daft Punk,Daft Punk,Kendrick Lamar
1,Daft Punk,Daft Punk,Lil Wayne
8,Daft Punk,Daft Punk,Nile Rodgers
1,Daft Punk,Daft Punk,OneRepublic
10,Daft Punk,Daft Punk,Pharrell Williams
3,Daft Punk,Daft Punk,Queen
1,Daft Punk,Daft Punk,Riton
1,Daft Punk,Daft Punk,Sia
1,Daft Punk,Daft Punk,The Chainsmokers
1,Daft Punk,Daft Punk,The Game
10,Daft Punk,Daft Punk,The Weeknd
2,Dalex,Dalex,De La Ghetto
17,Dalex,Dalex,Dímelo Flow
3,Dalex,Dalex,Farruko
9,Dalex,Dalex,Feid
1,Dalex,Dalex,Jhayco
1,Dalex,Dalex,Juhn
24,Dalex,Dalex,Justin Quiles
18,Dalex,Dalex,Lenny Tavárez
1,Dalex,Dalex,Lit Killah
6,Dalex,Dalex,Lyanno
1,Dalex,Dalex,Maluma
1,Dalex,Dalex,Manuel Turizo
1,Dalex,Dalex,Ozuna
4,Dalex,Dalex,Rauw Alejandro
2,Dalex,Dalex,Ryan Castro
1,Dalex,Dalex,Sebastián Yatra
17,Dalex,Dalex,Sech
1,Dalex,Dalex,Tainy
2,Dalex,Dalex,Zion & Lennox
1,Dalex,Dalex,Álvaro Díaz
1,Dalex,Dalex,Ñengo Flow
2,Daniel Caesar,Daniel Caesar,GIVĒON
2,Daniel Caesar,Daniel Caesar,Justin Bieber
1,Daniel Caesar,Daniel Caesar,Kali Uchis
1,Daniel Caesar,Daniel Caesar,Pharrell Williams
1,Daniel Caesar,Daniel Caesar,Summer Walker
1,Danny Ocean,Danny Ocean,David Guetta
1,Danny Ocean,Danny Ocean,Joji
1,Danny Ocean,Danny Ocean,Justin Quiles
1,Danny Ocean,Danny Ocean,María Becerra
2,Danny Ocean,Danny Ocean,Mora
1,Danny Ocean,Danny Ocean,Ozuna
1,Danny Ocean,Danny Ocean,TINI
1,Danny Ocean,Danny Ocean,Wizkid
1,Danny Ocean,Danny Ocean,Zion & Lennox
1,Dave,Dave,Drake
1,Dave,Dave,Ed Sheeran
1,Dave,Dave,Paulo Londra
1,Dave,Dave,Wizkid
1,David Guetta,David Guetta,De La Ghetto
3,David Guetta,David Guetta,Ella Henderson
1,David Guetta,David Guetta,Farruko
1,David Guetta,David Guetta,Gunna
2,David Guetta,David Guetta,Imanbek
4,David Guetta,David Guetta,J Balvin
2,David Guetta,David Guetta,Jason Derulo
3,David Guetta,David Guetta,Joel Corry
2,David Guetta,David Guetta,John Legend
3,David Guetta,David Guetta,Justin Bieber
1,David Guetta,David Guetta,Katy Perry
1,David Guetta,David Guetta,Khalid
1,David Guetta,David Guetta,Lady Gaga
2,David Guetta,David Guetta,Lil Durk
1,David Guetta,David Guetta,Lil Uzi Vert
8,David Guetta,David Guetta,Lil Wayne
1,David Guetta,David Guetta,Lit Killah
1,David Guetta,David Guetta,MNEK
1,David Guetta,David Guetta,Manuel Turizo
1,David Guetta,David Guetta,Maroon 5
21,David Guetta,David Guetta,Nicki Minaj
1,David Guetta,David Guetta,Ozuna
1,David Guetta,David Guetta,Riton
1,David Guetta,David Guetta,Saweetie
2,David Guetta,David Guetta,Sean Paul
2,David Guetta,David Guetta,Shakira
28,David Guetta,David Guetta,Sia
9,David Guetta,David Guetta,Snoop Dogg
1,David Guetta,David Guetta,Sofía Reyes
1,David Guetta,David Guetta,Tiësto
1,David Guetta,David Guetta,Wizkid
1,David Guetta,David Guetta,Zion & Lennox
1,De La Ghetto,De La Ghetto,Duki
1,De La Ghetto,De La Ghetto,Dímelo Flow
4,De La Ghetto,De La Ghetto,Farruko
2,De La Ghetto,De La Ghetto,Feid
2,De La Ghetto,De La Ghetto,J Balvin
1,De La Ghetto,De La Ghetto,Jason Derulo
2,De La Ghetto,De La Ghetto,Jhayco
1,De La Ghetto,De La Ghetto,Juhn
5,De La Ghetto,De La Ghetto,Justin Quiles
1,De La Ghetto,De La Ghetto,KAROL G
1,De La Ghetto,De La Ghetto,L-Gante
2,De La Ghetto,De La Ghetto,Lenny Tavárez
1,De La Ghetto,De La Ghetto,Lit Killah
1,De La Ghetto,De La Ghetto,Luar la L
1,De La Ghetto,De La Ghetto,Lunay
3,De La Ghetto,De La Ghetto,Lyanno
2,De La Ghetto,De La Ghetto,Maluma
2,De La Ghetto,De La Ghetto,Manuel Turizo
1,De La Ghetto,De La Ghetto,Mora
2,De La Ghetto,De La Ghetto,Nio García
5,De La Ghetto,De La Ghetto,Ozuna
1,De La Ghetto,De La Ghetto,Paulo Londra
2,De La Ghetto,De La Ghetto,Quevedo
2,De La Ghetto,De La Ghetto,Rauw Alejandro
1,De La Ghetto,De La Ghetto,Rels B
1,De La Ghetto,De La Ghetto,Sech
3,De La Ghetto,De La Ghetto,Sofía Reyes
1,De La Ghetto,De La Ghetto,Villano Antillano
7,De La Ghetto,De La Ghetto,Zion & Lennox
2,De La Ghetto,De La Ghetto,Álvaro Díaz
7,De La Ghetto,De La Ghetto,Ñengo Flow
1,Demi Lovato,Demi Lovato,Jason Derulo
1,Demi Lovato,Demi Lovato,Jax Jones
4,Demi Lovato,Demi Lovato,Jonas Brothers
1,Demi Lovato,Demi Lovato,Katy Perry
1,Demi Lovato,Demi Lovato,LE SSERAFIM
1,Demi Lovato,Demi Lovato,Lady Gaga
1,Demi Lovato,Demi Lovato,Lil Wayne
1,Demi Lovato,Demi Lovato,Luísa Sonza
1,Demi Lovato,Demi Lovato,Marshmello
1,Demi Lovato,Demi Lovato,Nicki Minaj
2,Demi Lovato,Demi Lovato,Saweetie
1,Demi Lovato,Demi Lovato,Sean Paul
1,Demi Lovato,Demi Lovato,Taylor Swift
1,Demi Lovato,Demi Lovato,blackbear
3,Diane Guerrero,Diane Guerrero,Mauro Castillo
3,Diane Guerrero,Diane Guerrero,Rhenzy Feliz
4,Diane Guerrero,Diane Guerrero,Stephanie Beatriz
5,Dido,Dido,Eminem
1,Dido,Dido,Jason Derulo
2,Dido,Dido,Kendrick Lamar
1,Doja Cat,Doja Cat,Dua Lipa
1,Doja Cat,Doja Cat,Gunna
1,Doja Cat,Doja Cat,Harry Styles
1,Doja Cat,Doja Cat,JID
1,Doja Cat,Doja Cat,Jason Derulo
1,Doja Cat,Doja Cat,Lil Nas X
1,Doja Cat,Doja Cat,Lil Wayne
1,Doja Cat,Doja Cat,Megan Thee Stallion
3,Doja Cat,Doja Cat,Nicki Minaj
1,Doja Cat,Doja Cat,Ozuna
1,Doja Cat,Doja Cat,Post Malone
3,Doja Cat,Doja Cat,SZA
4,Doja Cat,Doja Cat,Saweetie
2,Doja Cat,Doja Cat,Sia
3,Doja Cat,Doja Cat,The Weeknd
2,Doja Cat,Doja Cat,Tyga
2,Doja Cat,Doja Cat,Young Thug
1,Dominic Fike,Dominic Fike,Halsey
1,Dominic Fike,Dominic Fike,Justin Bieber
1,Dominic Fike,Dominic Fike,Zendaya
1,Don Toliver,Don Toliver,Eminem
6,Don Toliver,Don Toliver,Future
4,Don Toliver,Don Toliver,Gunna
3,Don Toliver,Don Toliver,Justin Bieber
3,Don Toliver,Don Toliver,Kali Uchis
1,Don Toliver,Don Toliver,Kanye West
2,Don Toliver,Don Toliver,Lil Durk
4,Don Toliver,Don Toliver,Lil Uzi Vert
4,Don Toliver,Don Toliver,NAV
1,Don Toliver,Don Toliver,Pusha T
1,Don Toliver,Don Toliver,Rema
2,Don Toliver,Don Toliver,Roddy Ricch
1,Don Toliver,Don Toliver,SZA
7,Don Toliver,Don Toliver,Travis Scott
1,Don Toliver,Don Toliver,Wiz Khalifa
2,Don Toliver,Don Toliver,Wizkid
1,Don Toliver,Don Toliver,Young Thug
1,Dove Cameron,Dove Cameron,Jordan Fisher
1,Dove Cameron,Dove Cameron,Khalid
1,Dove Cameron,Dove Cameron,Marshmello
1,Dr. Dre,Dr. Dre,Drake
140,Dr. Dre,Dr. Dre,Eminem
2,Dr. Dre,Dr. Dre,Jay Rock
1,Dr. Dre,Dr. Dre,Justin Timberlake
2,Dr. Dre,Dr. Dre,Kanye West
31,Dr. Dre,Dr. Dre,Kendrick Lamar
1,Dr. Dre,Dr. Dre,L.V.
1,Dr. Dre,Dr. Dre,Lil Wayne
16,Dr. Dre,Dr. Dre,Nate Dogg
1,Dr. Dre,Dr. Dre,Pusha T
2,Dr. Dre,Dr. Dre,Sean Paul
127,Dr. Dre,Dr. Dre,Snoop Dogg
26,Dr. Dre,Dr. Dre,The Game
1,Drake,Drake,Elton John
5,Drake,Drake,Eminem
1,Drake,Drake,Fivio Foreign
53,Drake,Drake,Future
2,Drake,Drake,GIVĒON
4,Drake,Drake,Gunna
5,Drake,Drake,J. Cole
1,Drake,Drake,Jack Harlow
1,Drake,Drake,John Legend
2,Drake,Drake,Juicy J
1,Drake,Drake,Justin Bieber
1,Drake,Drake,Justin Timberlake
15,Drake,Drake,Kanye West
1,Drake,Drake,Kehlani
7,Drake,Drake,Kendrick Lamar
6,Drake,Drake,Lil Baby
2,Drake,Drake,Lil Durk
104,Drake,Drake,Lil Wayne
17,Drake,Drake,Nicki Minaj
1,Drake,Drake,Ozuna
1,Drake,Drake,Playboi Carti
1,Drake,Drake,Post Malone
1,Drake,Drake,Project Pat
2,Drake,Drake,SZA
3,Drake,Drake,Sampha
1,Drake,Drake,Summer Walker
1,Drake,Drake,Swae Lee
3,Drake,Drake,Tems
6,Drake,Drake,The Game
10,Drake,Drake,The Weeknd
8,Drake,Drake,Travis Scott
6,Drake,Drake,Tyga
1,Drake,Drake,Wiz Khalifa
3,Drake,Drake,Wizkid
1,Drake,Drake,Yeat
13,Drake,Drake,Young Thug
1,Drake,Drake,Zion & Lennox
2,Dua Lipa,Dua Lipa,Elton John
1,Dua Lipa,Dua Lipa,Harry Styles
1,Dua Lipa,Dua Lipa,J Balvin
1,Dua Lipa,Dua Lipa,JID
2,Dua Lipa,Dua Lipa,Kanye West
1,Dua Lipa,Dua Lipa,Kendrick Lamar
6,Dua Lipa,Dua Lipa,Megan Thee Stallion
1,Dua Lipa,Dua Lipa,Nicki Minaj
2,Dua Lipa,Dua Lipa,Saweetie
1,Dua Lipa,Dua Lipa,Sean Paul
1,Dua Lipa,Dua Lipa,Sia
1,Dua Lipa,Dua Lipa,Swedish House Mafia
